time,lat,lon,NO2,name,Shrubs_3000,Shrubs_6000,Shrubs_9000,Herbaceous_vegetation_3000,Herbaceous_vegetation_6000,Herbaceous_vegetation_9000,Cultivated_and_managed_vegetation/agriculture_3000,Cultivated_and_managed_vegetation/agriculture_6000,Cultivated_and_managed_vegetation/agriculture_9000,Urban/built_up_3000,Urban/built_up_6000,Urban/built_up_9000,Bare/sparse_vegetation_3000,Bare/sparse_vegetation_6000,Bare/sparse_vegetation_9000,Snow_and_ice_3000,Snow_and_ice_6000,Snow_and_ice_9000,Permanent_water_bodies_3000,Permanent_water_bodies_6000,Permanent_water_bodies_9000,Herbaceous_wetland_3000,Herbaceous_wetland_6000,Herbaceous_wetland_9000,Moss_and_lichen_3000,Moss_and_lichen_6000,Moss_and_lichen_9000,Close_forest_3000,Close_forest_6000,Close_forest_9000,Open_forest_3000,Open_forest_6000,Open_forest_9000,"Oceans,seas_3000","Oceans,seas_6000","Oceans,seas_9000",NDVI_3000,NDVI_6000,NDVI_9000,S5P_NO2_3000,S5P_NO2_6000,S5P_NO2_9000,temperature_3000,temperature_6000,temperature_9000,wind_speed_3000,wind_speed_6000,wind_speed_9000,relative_humidity_3000,relative_humidity_6000,relative_humidity_9000,pressure_3000,pressure_6000,pressure_9000,planetary_boundary_layer_height[pblh]_3000,planetary_boundary_layer_height[pblh]_6000,planetary_boundary_layer_height[pblh]_9000,dewpoint_temperature_(dpt)_3000,dewpoint_temperature_(dpt)_6000,dewpoint_temperature_(dpt)_9000,road_density_3000,road_density_6000,road_density_9000,population_density_3000,population_density_6000,population_density_9000
6/4/2019,16.074,108.217,49.83487083,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28023516800830195,0.3562955342431087,0.42708824556386243,2.6188254926321857e-05,2.310015316627556e-05,2.1376244949743418e-05,29.074595557370532,29.05342430116609,29.052780384929584,5.571023888071068,5.394624099743087,5.283513239451817,84.94416215705375,84.5253500367701,84.30310152011106,100388.80121443007,100384.74968711853,100311.26211711338,194.63651021487183,216.90966827392577,232.01380328742826,26.793315972123917,26.737033749921245,26.70717538261254,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
6/5/2019,16.074,108.217,43.11578333,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28023516800830195,0.3562955342431087,0.42708824556386243,2.3052279533549342e-05,2.3934719847655827e-05,2.4067942840135394e-05,28.37363009982639,28.43927734380588,28.401746166090728,5.571023888071068,5.394624099743087,5.283513239451817,85.11819034131865,84.60225677490234,84.67337705658711,100456.97309027778,100451.98500015259,100378.67968757785,275.3751017227769,313.95623290926216,336.75077913154144,26.625569444356692,26.528524999953806,26.49577806119294,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
6/6/2019,16.074,108.217,43.1670375,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28023516800830195,0.3562955342431087,0.42708824556386243,2.399508036631125e-05,2.3584162489136417e-05,2.4157790341574205e-05,28.37363009982639,28.43927734380588,28.401746166090728,6.1619102690019645,6.115570793149527,5.974260359390743,85.11819034131865,84.60225677490234,84.67337705658711,100543.00260459053,100538.62406257629,100465.78890306123,275.3751017227769,313.95623290926216,336.75077913154144,26.646111111053163,26.54948000010103,26.534285714346154,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
6/7/2019,16.074,108.217,43.81807917,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28023516800830195,0.3562955342431087,0.42708824556386243,2.8995567483678128e-05,2.5283153267068316e-05,2.3313435153384845e-05,28.53242195987453,28.605732040442525,28.58387592861581,5.682936562419248,5.607061958317645,5.44195769757403,85.92488267686632,85.3173599242419,85.29164061227776,100540.64583418105,100535.81750045776,100462.83641636129,254.3868153889974,293.97190673768523,320.1780563665896,26.646111111053163,26.54948000010103,26.534285714346154,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
6/8/2019,16.074,108.217,50.24795417,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28023516800830195,0.3562955342431087,0.42708824556386243,2.6772791686576387e-05,2.6305901042356084e-05,2.5648800205203117e-05,28.662173800998264,28.748342971820385,28.74678210821953,4.380625830743359,4.281691284184344,4.1534079921441345,85.31366644965277,84.6489221189916,84.49085500292784,100358.26562478807,100353.58624931336,100280.92538218596,216.7245076497396,241.02006836116314,256.34690389919035,24.69527777791437,24.70564000003971,24.743897959186068,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
6/9/2019,16.074,108.217,52.2764375,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28023516800830195,0.3562955342431087,0.42708824556386243,2.744116134476313e-05,2.7557753061504543e-05,2.808186940856621e-05,29.24828338623047,29.270792083777486,29.288774140008098,3.591422822753278,3.5704507064819335,3.646264397380018,81.0397118460387,80.70534637458623,80.35983338651761,100095.77083375718,100091.6993748474,100018.25526120712,214.59804619765944,238.78382202148438,264.15541294718884,24.69527777791437,24.70564000003971,24.743897959186068,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
6/10/2019,16.074,108.217,56.51691667,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28023516800830195,0.3562955342431087,0.42708824556386243,3.934506036968383e-05,3.5624525568227485e-05,3.1701591511056316e-05,29.373856862386067,29.375148010253906,29.359243782170648,5.432934284236075,5.331274223327637,5.219869672035684,81.0397118460387,80.70534637458623,80.35983338651761,100009.34027756585,100005.9806248474,99932.47959164211,126.1588957036535,150.6753381344676,182.41201190574438,24.934690972402073,24.89056875010021,24.928019770473355,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
6/11/2019,16.074,108.217,60.270825,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28023516800830195,0.3562955342431087,0.42708824556386243,3.418789143733786e-05,3.173745025129904e-05,3.0332057889336442e-05,29.180147806803387,29.161243057250978,29.06700418438116,5.432934284236075,5.331274223327637,5.219869672035684,81.0397118460387,80.70534637458623,80.35983338651761,100118.51562605964,100115.12687545776,100043.66741122032,173.17061953991652,198.12750640839337,219.73552657040406,26.121347222218496,26.334444999955593,26.410186224455508,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
6/12/2019,16.074,108.217,59.23604167,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28023516800830195,0.3562955342431087,0.42708824556386243,2.4981709697533302e-05,2.2799698591402516e-05,2.231365767982273e-05,29.57876057089824,29.57950378421694,29.51199683362656,4.139273060679746,4.160680236825719,4.081298623766218,83.13796657965415,82.81151214599609,82.43108570324827,100189.9887154897,100186.42343765259,100113.93526789607,117.89672173394098,157.8470553588867,175.50913845762915,24.798923611123527,24.83425249999389,24.87411862240192,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
6/13/2019,16.074,108.217,70.78290417,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28023516800830195,0.3562955342431087,0.42708824556386243,2.4096798032305048e-05,2.2615109829224877e-05,2.0995310296661224e-05,29.57876057089824,29.57950378421694,29.51199683362656,4.139273060679746,4.160680236825719,4.081298623766218,83.13796657965415,82.81151214599609,82.43108570324827,100201.83333290947,100196.46937515259,100122.67059937301,136.56538899242878,164.71260497689246,179.33199014104142,27.461444444436992,27.419079999979587,27.23365306123445,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
6/14/2019,16.074,108.217,74.49009091,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28023516800830195,0.3562955342431087,0.42708824556386243,2.5626018046922797e-05,2.4759226451980253e-05,2.3737626372188675e-05,29.399034711842734,29.463992309533058,29.511756118396487,4.139273060679746,4.160680236825719,4.081298623766218,83.13796657965415,82.81151214599609,82.43108570324827,100152.11458333333,100147.34874992371,100073.64668347884,124.25153605391581,158.79886840879917,176.74813251075696,27.461444444436992,27.419079999979587,27.23365306123445,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
6/28/2019,16.074,108.217,54.31332857,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28448497255643207,0.339035470004892,0.4111131451207591,2.9359006279181285e-05,2.6347148247225504e-05,2.4505421520736745e-05,29.48251681857639,29.54052604675293,29.471441930644595,4.256697442822365,4.23153354646638,4.045968938851729,69.81608072958059,69.37014678932726,69.82825610106241,99999.48784637451,99995.90906257629,99922.41039544709,213.11453416612414,289.09032104849814,310.9076320115401,24.705125000224346,24.682645000107588,24.715900510226433,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
6/29/2019,16.074,108.217,56.41954167,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28448497255643207,0.339035470004892,0.4111131451207591,2.3147011423881498e-05,2.1257972163901684e-05,2.0451305837177142e-05,29.48251681857639,29.54052604675293,29.471441930644595,3.357365290285088,3.498072204552591,3.523084368005547,68.8346455891927,68.10099090583623,68.33480601419447,99999.35069444444,99994.6640624237,99921.63647951398,213.11453416612414,289.09032104849814,310.9076320115401,22.210819444360418,22.179095000103118,22.231211734745575,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
6/30/2019,16.074,108.217,57.2843125,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.28448497255643207,0.339035470004892,0.4111131451207591,1.783968432351241e-05,1.7839684323561755e-05,1.7839684323534566e-05,29.79894468519423,29.857270355187357,29.818327027914705,3.357365290285088,3.498072204552591,3.523084368005547,68.8346455891927,68.10099090583623,68.33480601419447,99999.35069444444,99994.6640624237,99921.63647951398,396.1521843738026,466.8534161347151,488.3606386747287,22.210819444360418,22.179095000103118,22.231211734745575,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/1/2019,16.074,108.217,63.83725417,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,2.0443077912268848e-05,2.044307791232214e-05,2.0443077912314164e-05,26.205232832063402,26.249903564415874,26.27977203835296,6.493359883626302,6.383823604565114,6.328416386419641,75.39527299627662,75.45516052238644,75.59987437968351,99599.76388846504,99598.13437484742,99524.77072704081,233.61945258743233,309.24056457817557,364.19688758345285,23.132430555557626,23.203315000031143,23.241650510227725,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/2/2019,16.074,108.217,70.41737083,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,2.3498185058744446e-05,2.3498185058734576e-05,2.3498185058709202e-05,27.329319212171768,27.207895050067453,27.09656894450285,6.493359883626302,6.383823604565114,6.328416386419641,75.39527299627662,75.45516052238644,75.59987437968351,99208.45659743415,99204.68093734741,99131.9606185446,317.3455742730035,342.3864532464743,345.97781808005305,25.6169409723435,25.561798750096933,25.519882015380247,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/3/2019,16.074,108.217,54.15467083,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,1.9073786355683353e-05,1.9073786355647825e-05,1.90737863556471e-05,27.329319212171768,27.207895050067453,27.09656894450285,6.493359883626302,6.383823604565114,6.328416386419641,75.39527299627662,75.45516052238644,75.59987437968351,99520.86979230244,99516.9862499237,99441.59247476228,331.3308275010851,440.2185015898943,497.5699537636674,21.61272222217586,21.553699999991803,21.52964285717403,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/4/2019,16.074,108.217,47.49860833,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,1.4378270903497241e-05,1.4057204382593724e-05,1.3580405409683712e-05,29.444306479663485,29.451390151996165,29.379461794492922,6.66198190050717,6.671668624887243,6.72964355894792,75.39527299627662,75.45516052238644,75.59987437968351,100081.56597328186,100078.000625,100002.05133920786,331.3308275010851,440.2185015898943,497.5699537636674,22.003979166555737,21.946352499965577,21.987577806131878,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/5/2019,16.074,108.217,49.58395417,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,1.8805419146191344e-05,1.739345656618596e-05,1.575881847785642e-05,28.834660000271267,28.888247756976636,28.901162205967214,4.375183688295591,4.321199951157905,4.242579114670884,76.50768449571397,76.5658407588303,76.29181313020538,100081.56597328186,100078.000625,100002.05133920786,238.54972330066892,295.63094482123853,314.519391739855,22.003979166555737,21.946352499965577,21.987577806131878,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/6/2019,16.074,108.217,54.27189583,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,2.1851676697264783e-05,2.3693857702937748e-05,2.0528103224125774e-05,28.834660000271267,28.888247756976636,28.901162205967214,3.2426524956762375,3.145726289730519,2.989474878009713,76.50768449571397,76.5658407588303,76.29181313020538,100081.56597328186,100078.000625,100002.05133920786,120.65133582055569,151.14611389160157,216.80258427773202,25.683062500009935,25.634342499952762,25.627940051001023,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/7/2019,16.074,108.217,59.79216667,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,1.254588646923713e-05,1.431801418881662e-05,1.4629877352307148e-05,28.88892936716891,28.92187469482422,28.916724302321292,3.2426524956762375,3.145726289730519,2.989474878009713,75.97757636176215,75.81202148430049,75.67202244972697,100309.17534722222,100304.57687538146,100231.04177319273,120.65133582055569,151.14611389160157,216.80258427773202,23.782650463007116,23.758754166693738,23.703524234726846,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/8/2019,16.074,108.217,58.6404875,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,1.5887043820470322e-05,1.8059943120025677e-05,1.9394653109077265e-05,28.88892936716891,28.92187469482422,28.916724302321292,4.377307547424506,4.360998535123653,4.2510814228646305,79.40388234518468,79.50085998550057,79.66701710015079,100309.17534722222,100304.57687538146,100231.04177319273,164.92421637309923,189.55454559266568,207.40346262254278,25.25961111123777,25.212940000053496,25.182744897968536,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/9/2019,16.074,108.217,56.59457917,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,1.5030866066689796e-05,1.4053928404287319e-05,1.3162712844531372e-05,28.706597222170483,28.700125274639575,28.656732442427653,3.4162157906426325,3.396701374053955,3.269996192992893,78.3842502174278,78.47780578643084,78.45546909250623,100246.03645769756,100241.36781234741,100167.85140278874,164.92421637309923,189.55454559266568,207.40346262254278,25.25961111123777,25.212940000053496,25.182744897968536,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/10/2019,16.074,108.217,52.35605,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,1.672989376684993e-05,1.632628928317281e-05,1.5736309392236074e-05,28.706597222170483,28.700125274639575,28.656732442427653,3.557902733484904,3.4946162033081056,3.35737929051761,78.25931379509468,78.31734710663557,78.60637135381754,100361.35677125718,100357.61749992371,100284.82286355934,173.49991014185878,237.69646942257882,261.44628719468506,25.25961111123777,25.212940000053496,25.182744897968536,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/11/2019,16.074,108.217,58.04285417,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,1.0991040686914033e-05,1.3292323348075285e-05,1.4108616528899566e-05,27.811206181740594,27.867144012469797,27.888213644279357,3.557902733484904,3.4946162033081056,3.35737929051761,80.99105919711292,80.74397155746817,80.48375406070632,100603.78645790947,100599.84437484741,100526.2911350873,177.8128102587329,212.09569579929112,233.67414575587122,25.25961111123777,25.212940000053496,25.182744897968536,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/12/2019,16.074,108.217,61.64107083,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,4.172397845541514e-05,3.6680638398340906e-05,3.1954994186865055e-05,27.886495166302968,27.891548156663774,27.896578068645404,5.015277332755634,4.9587593841552735,4.812419769717666,80.56588236490886,80.59998474121093,80.65476366938377,100558.86979145474,100554.02687507629,100479.33274864664,206.0335693359375,233.3366802981496,267.12070200379407,24.97615972228555,24.948377499897035,24.96632525496831,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/13/2019,16.074,108.217,53.8473875,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,3.588649537356048e-05,2.8050285148077948e-05,2.3166693089166193e-05,28.517459021726,28.49820571905002,28.47880900637912,3.341208775812346,3.3860597991850225,3.387203537676084,79.96173010911379,80.24484069794417,80.3946774540355,100558.86979145474,100554.02687507629,100479.33274864664,193.83899603949652,202.4939959731698,214.51246487470914,24.97615972228555,24.948377499897035,24.96632525496831,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/14/2019,16.074,108.217,56.23973333,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,2.5823810019303612e-05,2.2594764218268892e-05,2.080632379120493e-05,28.517459021726,28.49820571905002,28.47880900637912,4.549408965640598,4.506116523733363,4.422531303089606,81.34525638115075,81.47132385231555,81.72661730681298,100130.74652735393,100126.52499969483,100053.56058650115,167.6538425013423,189.5503967294097,194.3088858474274,24.97615972228555,24.948377499897035,24.96632525496831,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/15/2019,16.074,108.217,62.9147625,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,2.8563717309366192e-05,2.6665954025508752e-05,2.438895619678039e-05,28.124405754833585,28.124266433771698,28.12544974504153,3.4005152119659923,3.372363204965368,3.385656658500642,80.92866516154673,81.10088867217303,80.96389910647152,100072.80034722222,100068.164375,99993.99968108353,137.7624460823006,157.9433331310749,179.69521160484578,23.69763194417788,23.698547499831765,23.558575255026547,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/16/2019,16.074,108.217,48.37706667,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,1.753288393967366e-05,1.6781601892015274e-05,1.5741866888767073e-05,28.744937048914533,28.70623748777434,28.66693228110671,3.1951240963406033,3.18806396485772,3.204829376575784,79.32786305786834,79.3481185914576,79.41459173112348,100094.43316014607,100090.0425,100016.76355221806,239.06173706220255,258.6251873776317,269.8791435400442,23.5588402779152,23.592462500017135,23.590633928547707,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/17/2019,16.074,108.217,37321.26395,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,1.6075982513802993e-05,1.4886087450145525e-05,1.3554811974847425e-05,28.47172949054382,28.422222747746854,28.372082963272245,3.2387947506633483,3.1650287246797233,3.1708245180162353,79.32786305786834,79.3481185914576,79.41459173112348,99975.62673632304,99970.97875007629,99898.05771687566,284.02197943627834,291.7320849588513,314.69328650512864,25.629312499788487,25.62859249982983,25.617149234578317,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/18/2019,16.074,108.217,57.31217917,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,1.6555695885421705e-05,1.65556958854296e-05,1.6555695885395525e-05,28.2516996593525,28.273682327177376,28.262294535696203,3.921743657840933,3.796740140914917,3.7011793194949267,81.08134290927813,81.04864501953125,81.02262037627551,99975.62673632304,99970.97875007629,99898.05771687566,141.8491719580359,157.43017090022565,170.81192577128508,26.78104166665839,26.762175000011922,26.757395408154295,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/19/2019,16.074,108.217,65.27737083,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,1.679972867218993e-05,1.67997286721544e-05,1.6799728672180865e-05,29.118049409809625,29.131287841908634,29.156146769677953,3.921743657840933,3.796740140914917,3.7011793194949267,81.08134290927813,81.04864501953125,81.02262037627551,100008.02864583333,100003.94124984741,99930.83019782086,141.8491719580359,157.43017090022565,170.81192577128508,26.78104166665839,26.762175000011922,26.757395408154295,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/20/2019,16.074,108.217,54.52262917,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.24688174906542473,0.3361381295521278,0.4220173607232306,2.392917038898348e-05,2.3259661842729427e-05,2.289445660190374e-05,28.992383321074563,28.91712783820927,28.76361379821842,3.921743657840933,3.796740140914917,3.7011793194949267,81.1968078609142,81.65791931152344,82.23781819223446,100144.88367991977,100140.41406219482,100068.23038871921,174.871950785319,195.0502844250202,201.73385495449207,23.895430555567145,23.88091499997303,23.910079081561797,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/21/2019,16.074,108.217,48.60206522,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.26991960654656094,0.35770932252868076,0.4265172486739917,2.6840447732699878e-05,2.6015353615420624e-05,2.2483602586573055e-05,29.560883628049243,29.492138061486184,29.41652204551525,5.2371613714430065,5.227371921539307,5.270522613900391,79.59901852077908,79.45465209968388,79.36658742476483,100203.19097158645,100200.5143749237,100127.73820137492,261.3424445274803,259.3866677886248,304.98456495757006,23.895430555567145,23.88091499997303,23.910079081561797,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/22/2019,16.074,108.217,60.74122609,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.26991960654656094,0.35770932252868076,0.4265172486739917,3.318667229179617e-05,2.925866654734044e-05,2.4521222064897786e-05,29.560883628049243,29.492138061486184,29.41652204551525,5.2371613714430065,5.227371921539307,5.270522613900391,79.59901852077908,79.45465209968388,79.36658742476483,100160.9774301317,100156.61937469483,100080.21843096675,240.59684923291206,290.8610668969154,323.8991686771719,23.8186041667747,24.086057500056924,24.20626403067299,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
7/23/2019,16.074,108.217,65.7503375,DaNang,0,0,0,0,0,0,5,10,21,4,13,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0.26991960654656094,0.35770932252868076,0.4265172486739917,3.959846042923666e-05,3.565097907069159e-05,3.200500094505064e-05,29.27740012274848,29.213424072340132,29.16969065765413,6.355097081926134,6.35573165894486,6.396458129493558,72.12817976251245,72.09447051994502,72.2945712341794,100100.07291581895,100095.93812454224,100019.72098190931,290.4168294337061,306.5817108213902,325.4715252348355,22.00362499984395,21.956385000031442,21.926665816351544,3090.792046436005,2230.5790163099764,1649.430493140099,112.94383337389445,46.76151146216784,27.0699478319207
